index,lat,lng,city,country,temp,humidity,cloudiness,windspeed,max_temp
849,-24.24482055753799,94.59150462301,carnarvon,au,77.0,88,0,14.99,77.0
851,23.23574204992481,102.79644898320066,gejiu,cn,40.71,94,44,3.2,40.71
856,33.39034714378646,71.58904610407768,kohat,pk,46.4,46,15,3.69,46.06
858,65.39671045754946,138.63327667622593,khandyga,ru,-44.0,85,0,1.86,-44.0
860,-36.59543380216289,138.0306412308879,victor harbor,au,69.94,72,20,9.17,73.99
862,55.55582302597395,38.69337186404417,imeni tsyurupy,ru,36.14,86,75,13.42,37.4
863,65.7111371113296,-60.279104216904045,pangnirtung,ca,-38.25,98,100,1.32,-38.25
866,10.374987581954457,125.71557460339483,loreto,ph,77.45,90,16,1.81,77.45
867,23.477747138821613,-21.803467927361055,nouadhibou,mr,64.4,63,0,16.11,64.4
868,36.55692723049275,-86.3946220493718,portland,us,51.73,71,90,3.36,54.0
869,17.300335867956733,-6.757842269087064,nara,ml,75.42,10,95,8.43,75.42
871,60.699851427737514,31.734181875447888,novaya ladoga,ru,21.06,84,81,4.23,21.06
879,57.49955834492877,36.195004504111864,rameshki,ru,31.69,85,97,10.0,31.69
880,16.71913703065212,35.463542003138855,wagar,sd,53.53,85,0,9.04,53.53
881,34.40192570875176,14.638362023677729,zurrieq,mt,57.36,87,82,8.05,57.99
882,28.28014313453002,109.89544922970254,jishou,cn,30.97,86,46,2.42,30.97
883,-18.508670103568804,-153.23049974007955,tevaitoa,pf,83.23,74,100,11.01,83.23
884,51.19647719977473,101.67959321737925,kyren,ru,8.22,54,34,2.21,8.22
886,-10.35221047199856,41.286092674309685,madimba,tz,75.2,94,40,6.87,75.2
888,60.1746794113667,28.111761171565405,primorsk,ru,24.01,79,100,13.69,23.0
889,18.20241857070711,-70.59417006327003,bani,do,77.45,94,75,2.51,78.01
891,29.16136627797249,148.59670411741644,hasaki,jp,36.75,69,75,5.82,39.2
895,-3.7387479916613984,15.861605430890847,brazzaville,cg,78.8,94,39,3.36,78.8
896,35.64634130308934,61.53397522185395,sarakhs,ir,32.0,72,0,2.24,32.0
898,-1.7718125888240337,-37.45234832051369,caucaia,br,82.35,83,20,3.36,86.0
899,28.482349526984095,-97.88930899414271,beeville,us,74.93,57,1,3.36,78.01
900,3.7316634091217793,147.56644368726745,lorengau,pg,84.06,77,88,11.74,84.06
901,-48.65963769525981,-81.20709855056037,coihaique,cl,64.4,36,17,9.17,64.4
907,32.800324883857144,127.37674330191038,fukue,jp,48.2,93,75,27.51,48.2
911,42.65112023676542,-135.4894415445837,north bend,us,54.5,71,90,12.75,57.0
912,15.945358473228481,-78.00565389385858,bull savanna,jm,65.44,91,40,0.78,65.44
920,-18.614829593940087,176.49393776685207,isangel,vu,87.8,74,75,5.82,87.8
923,53.572913325253296,-68.75553958161461,port-cartier,ca,25.52,92,90,9.17,26.01
926,-15.719118168396903,149.88556927348532,innisfail,au,82.85,85,100,2.37,82.85
928,30.83822767308945,-108.84476652021173,esqueda,mx,62.69,42,0,7.65,62.69
929,29.902139130351316,84.47990518412576,pokhara,np,45.61,91,13,1.01,45.61
930,-16.82053520368872,130.7798515875612,kununurra,au,84.2,70,34,4.56,87.8
931,63.29940769269865,-12.063502105759454,hofn,is,39.36,60,100,21.07,39.36
935,4.805131733403272,21.768331534416205,kembe,cf,69.17,37,0,2.28,69.17
938,-14.626843759507281,18.3274542043051,menongue,ao,63.79,95,98,3.33,63.79
940,65.6578849132323,157.20643637833888,omsukchan,ru,-19.34,100,99,2.98,-19.34
943,60.75589972080968,86.52999300994145,belyy yar,ru,6.8,84,35,2.24,6.8
944,-17.67744831160435,-59.5764963069868,san pedro,bo,51.46,78,84,15.84,51.46
945,-41.44175633128395,157.9189002410344,ulladulla,au,71.76,73,90,5.82,73.4
946,4.862446288962829,14.117355535407,batouri,cm,67.59,27,59,3.67,67.59
947,60.814867307198085,89.04476335880656,teya,ru,4.6,94,97,5.77,4.6
953,-14.086103224104022,45.941317829082266,bandrele,yt,78.8,100,100,3.36,78.8
954,-40.54819387656843,152.0755745113102,lakes entrance,au,74.34,58,50,5.01,77.0
955,44.259469260641595,80.5033247250675,zharkent,kz,17.44,83,22,2.98,17.44
956,66.19625907910097,23.70962964472656,tornio,fi,-9.4,83,98,6.93,-9.4
962,57.271948456236174,-139.98208758462278,haines junction,ca,-0.74,96,100,1.66,-0.74
966,-41.33353795301673,168.0346037626053,hokitika,nz,63.7,95,100,16.82,63.7
973,27.463166774212823,2.8580669009001554,adrar,dz,66.34,22,66,10.49,66.34
974,46.20368818637655,17.82521123621251,szigetvar,hu,32.0,96,98,1.01,32.0
979,60.110148091436,119.11530741865397,suntar,ru,13.01,90,92,8.99,13.01
984,40.34561805268814,-90.4558997464331,macomb,us,26.19,92,90,8.05,28.4
989,60.393958347187464,18.932868308237232,norrtalje,se,41.77,80,75,6.93,43.0
999,-37.34609523864159,157.72821757944615,nelson bay,au,79.23,78,90,13.87,81.0
1000,-12.798453374340681,-87.35867811821382,chicama,pe,73.4,83,75,10.29,73.4
1005,30.02115187586321,-11.194326879344544,tiznit,ma,49.32,70,0,0.92,49.32
1011,55.848234666020375,23.471689332586806,radviliskis,lt,33.8,100,90,12.75,33.8
1013,-3.6671516735191716,114.61609483461206,banjarmasin,id,77.0,100,40,3.36,77.0
1018,-16.51746970307603,-31.230693826194567,belmonte,br,77.0,88,75,4.7,77.0
1019,69.76221263967508,-72.24871510327368,clyde river,ca,-20.2,68,20,8.05,-20.2
1021,-35.755956727571295,168.9075169085176,ahipara,nz,93.0,82,1,6.06,69.46
1026,-8.61090763199283,29.875311556035086,kaputa,zm,65.07,94,100,1.92,65.07
1027,50.83519997621144,-75.3917870434743,chapais,ca,26.6,100,90,2.24,26.6
1029,30.910609256042335,135.48026977167024,muroto,jp,48.2,93,75,8.05,48.2
1033,35.936834775282875,-24.52978997039756,vila franca do campo,pt,62.6,82,20,14.99,62.6
1038,8.252933312061145,54.489319914566664,bandarbeyla,so,79.02,78,34,24.52,79.02
1045,52.8378470340478,103.63657899160904,usolye-sibirskoye,ru,3.87,98,23,0.6,3.87
1049,28.489157887482747,12.983327735765812,awbari,ly,59.67,16,40,8.9,59.67
1055,-31.716316700188557,-59.6475149939273,parana,ar,89.4,48,100,1.19,89.01
1059,-1.387229903607448,31.940492758112555,bukoba,tz,68.0,77,75,9.17,69.8
1060,62.75315451311363,33.22404501323632,porosozero,ru,10.62,91,0,6.13,10.62
1063,4.886201323656962,106.71750610485145,paka,my,75.16,100,40,4.29,75.2
1066,9.17689873252526,-82.918100474923,guacimo,cr,74.89,69,40,10.29,77.0
1067,58.10583569615096,123.6803988901122,serebryanyy bor,ru,-3.23,99,100,1.43,-3.23
1070,47.148719975675334,132.86977004162867,leninskoye,ru,2.57,86,1,3.62,2.57
1072,-27.834169881055715,-50.5531522371291,lages,br,62.37,64,0,3.0,62.37
1079,14.997684308290914,16.877677597027656,moussoro,td,62.19,15,0,11.59,62.19
1081,-32.767809237028565,-56.520703186906516,paso de los toros,uy,79.47,38,83,8.37,79.47
1083,37.399422361986765,87.54260717777936,korla,cn,14.0,51,30,1.97,14.0
1086,41.8257705444035,-17.645656357961798,peniche,pt,53.26,87,75,9.17,55.99
1091,-4.079187056867525,-46.80923989665965,paragominas,br,74.62,97,87,3.91,74.62
1092,66.82185022020425,86.40630696170808,igarka,ru,-2.38,96,96,11.56,-2.38
1093,8.229628010540807,-94.25417808349296,champerico,gt,82.4,74,75,4.7,82.4
1094,10.532290658729835,-68.3164551290504,moron,ve,76.3,86,30,7.38,76.3
1101,84.93065212038215,33.280009052410264,berlevag,no,20.16,85,75,9.17,19.4
1103,20.277119966478054,97.79113888233161,loikaw,mm,45.5,49,2,1.16,45.5
1110,48.06663007164954,-89.91401519099026,thunder bay,ca,27.46,79,90,8.05,28.99
1113,41.19648139559101,59.89692169170257,dasoguz,tm,38.41,74,75,16.11,39.2
1115,50.812211076688016,-72.59930290950875,albanel,ca,29.84,92,90,6.93,32.0
1118,-25.416746555142524,143.75770877941937,emerald,au,78.06,83,75,12.75,78.8
1120,24.775167235769885,-97.87258636645296,san fernando,mx,78.85,46,99,8.05,78.85
1122,6.181845944487463,13.46469514684145,betare oya,cm,63.23,28,49,4.29,63.23
1135,67.68960648586506,19.983554358032706,kiruna,se,-2.2,84,98,1.12,-2.2
1136,-16.739293092521436,-156.1473017023508,vaitape,pf,83.41,72,90,9.93,83.41
